category,theta,success_rate,avg_kept_relations,avg_kept_relations_min_for_theta,avg_kept_relations_max_for_theta,overall_kept_ratio,overall_kept_ratio_min_for_theta,overall_kept_ratio_max_for_theta,avg_relations_per_object,avg_relations_per_object_min_for_theta,avg_relations_per_object_max_for_theta,avg_relations_per_keyword,avg_relations_per_keyword_min_for_theta,avg_relations_per_keyword_max_for_theta,ope_objects,ope_zero_relation_objects,ope_zero_relation_object_ratio,ope_zero_relation_object_names,urp_keywords,urp_zero_relation_keywords,urp_zero_relation_keyword_ratio,urp_zero_relation_keyword_names,zero_relation_queries,total_relation_queries,zero_relation_query_ratio,zero_relation_terms,relations_kept,relations_total,ope_relations_kept,ope_relations_total,urp_relations_kept,urp_relations_total,_source
implicit,0.65,0.0,99.17825494205863,28.730158730158728,154.64249999999998,1.0,1.0,1.0,17.12269938650307,5.444444444444445,17.12269938650307,82.05555555555556,22.25,137.5625,163,35,0.2147239263803681,ceramic bowl; chili bottle; chilli bottle; energy bar; lime soda; rivella; sweet bar,18,1,0.05555555555555555,aliments,36,181,0.19889502762430938,keyword:aliments; object:ceramic bowl; object:chili bottle; object:chilli bottle; object:energy bar; object:lime soda; object:rivella; object:sweet bar,4268,4268,2791,2791,1477,1477,threshold_sweep_implicit.json
implicit,0.7,0.0,99.17825494205863,28.730158730158728,154.01749999999998,1.0,0.9973718791064389,1.0,17.12269938650307,5.444444444444445,17.12269938650307,82.05555555555556,22.25,136.9375,163,35,0.2147239263803681,ceramic bowl; chili bottle; chilli bottle; energy bar; lime soda; rivella; sweet bar,18,1,0.05555555555555555,aliments,36,181,0.19889502762430938,keyword:aliments; object:ceramic bowl; object:chili bottle; object:chilli bottle; object:energy bar; object:lime soda; object:rivella; object:sweet bar,4268,4268,2791,2791,1477,1477,threshold_sweep_implicit.json
implicit,0.75,0.0,74.2982276755283,25.04,125.35,0.8123242736644799,0.5847568988173456,0.9402092675635276,14.687116564417177,4.416666666666667,14.687116564417177,59.611111111111114,19.7,110.75,163,35,0.2147239263803681,ceramic bowl; chili bottle; chilli bottle; energy bar; lime soda; rivella; sweet bar,18,1,0.05555555555555555,aliments,36,181,0.19889502762430938,keyword:aliments; object:ceramic bowl; object:chili bottle; object:chilli bottle; object:energy bar; object:lime soda; object:rivella; object:sweet bar,3467,4268,2394,2791,1073,1477,threshold_sweep_implicit.json
implicit,0.8,0.0,8.957055214723926,3.12,18.46,0.07029053420805999,0.05574912891986063,0.31988041853512705,0.9570552147239264,0.0,2.5396825396825395,8.0,3.1,17.5,163,124,0.7607361963190185,7up; apple; butter; carrot; ceramic bowl; chili bottle; chilli bottle; chips; coke; corn; counter; egg; energy bar; fridge; lemon; lemon soda; lime soda; rivella; sweet bar; trash can; user,18,5,0.2777777777777778,aliments; coke; drink; sleepy; table,129,181,0.712707182320442,keyword:aliments; keyword:coke; keyword:drink; keyword:sleepy; keyword:table; object:7up; object:apple; object:butter; object:carrot; object:ceramic bowl; object:chili bottle; object:chilli bottle; object:chips; object:coke; object:corn; object:counter; object:egg; object:energy bar; object:fridge; object:lemon; object:lemon soda; object:lime soda; object:rivella; object:sweet bar; object:trash can; object:user,300,4268,156,2791,144,1477,threshold_sweep_implicit.json
implicit,0.85,0.0,0.7222222222222222,0.0,5.071428571428571,0.0030459231490159327,0.0,0.12556053811659193,0.0,0.0,1.3333333333333333,0.7222222222222222,0.0,5.071428571428571,163,163,1.0,7up; apple; butter; carrot; ceramic bowl; chili bottle; chilli bottle; chips; coke; corn; counter; cup; egg; energy bar; fridge; lemon; lemon soda; lime soda; plate; rivella; sponge; sweet bar; table; tea; trash can; user; water bottle,18,18,1.0,Unhealthy; aliments; bowl; coke; dirty; drink; friends; healthy; hungry; plate; refrigerator; sauce; sleepy; snack; table; thirsty; welcome,181,181,1.0,keyword:Unhealthy; keyword:aliments; keyword:bowl; keyword:coke; keyword:dirty; keyword:drink; keyword:friends; keyword:healthy; keyword:hungry; keyword:plate; keyword:refrigerator; keyword:sauce; keyword:sleepy; keyword:snack; keyword:table; keyword:thirsty; keyword:welcome; object:7up; object:apple; object:butter; object:carrot; object:ceramic bowl; object:chili bottle; object:chilli bottle; object:chips; object:coke; object:corn; object:counter; object:cup; object:egg; object:energy bar; object:fridge; object:lemon; object:lemon soda; object:lime soda; object:plate; object:rivella; object:sponge; object:sweet bar; object:table; object:tea; object:trash can; object:user; object:water bottle,13,4268,0,2791,13,1477,threshold_sweep_implicit.json
materials,0.65,0.14285714285714285,28.730158730158728,28.730158730158728,154.64249999999998,1.0,1.0,1.0,5.444444444444445,5.444444444444445,17.12269938650307,23.285714285714285,22.25,137.5625,63,39,0.6190476190476191,beverage carton; brochures; cheese paper; coke can; fruit net; glass bin; glass jar; mixed bin; paper bin; plastic bin; tetrapak; transfer paper; wax bin; yogurt pot,14,2,0.14285714285714285,baskets,41,77,0.5324675324675324,keyword:baskets; object:beverage carton; object:brochures; object:cheese paper; object:coke can; object:fruit net; object:glass bin; object:glass jar; object:mixed bin; object:paper bin; object:plastic bin; object:tetrapak; object:transfer paper; object:wax bin; object:yogurt pot,669,669,343,343,326,326,threshold_sweep_materials.json
materials,0.7,0.14285714285714285,28.730158730158728,28.730158730158728,154.01749999999998,1.0,0.9973718791064389,1.0,5.444444444444445,5.444444444444445,17.12269938650307,23.285714285714285,22.25,136.9375,63,39,0.6190476190476191,beverage carton; brochures; cheese paper; coke can; fruit net; glass bin; glass jar; mixed bin; paper bin; plastic bin; tetrapak; transfer paper; wax bin; yogurt pot,14,2,0.14285714285714285,baskets,41,77,0.5324675324675324,keyword:baskets; object:beverage carton; object:brochures; object:cheese paper; object:coke can; object:fruit net; object:glass bin; object:glass jar; object:mixed bin; object:paper bin; object:plastic bin; object:tetrapak; object:transfer paper; object:wax bin; object:yogurt pot,669,669,343,343,326,326,threshold_sweep_materials.json
materials,0.75,0.2857142857142857,26.65079365079365,25.04,125.35,0.9402092675635276,0.5847568988173456,0.9402092675635276,5.222222222222222,4.416666666666667,14.687116564417177,21.428571428571427,19.7,110.75,63,39,0.6190476190476191,beverage carton; brochures; cheese paper; coke can; fruit net; glass bin; glass jar; mixed bin; paper bin; plastic bin; tetrapak; transfer paper; wax bin; yogurt pot,14,2,0.14285714285714285,baskets,41,77,0.5324675324675324,keyword:baskets; object:beverage carton; object:brochures; object:cheese paper; object:coke can; object:fruit net; object:glass bin; object:glass jar; object:mixed bin; object:paper bin; object:plastic bin; object:tetrapak; object:transfer paper; object:wax bin; object:yogurt pot,629,669,329,343,300,326,threshold_sweep_materials.json
materials,0.8,0.2857142857142857,6.396825396825397,3.12,18.46,0.31988041853512705,0.05574912891986063,0.31988041853512705,2.5396825396825395,0.0,2.5396825396825395,3.857142857142857,3.1,17.5,63,48,0.7619047619047619,aluminum can; beverage carton; brochures; cardboard box; cheese paper; coke can; colored pencil; comic; fruit net; glass bin; glass jar; journal; mixed bin; paper bin; paper cup; plastic bin; tetrapak; transfer paper; wax bin; yogurt pot,14,9,0.6428571428571429,baskets; bin; objects,57,77,0.7402597402597403,keyword:baskets; keyword:bin; keyword:objects; object:aluminum can; object:beverage carton; object:brochures; object:cardboard box; object:cheese paper; object:coke can; object:colored pencil; object:comic; object:fruit net; object:glass bin; object:glass jar; object:journal; object:mixed bin; object:paper bin; object:paper cup; object:plastic bin; object:tetrapak; object:transfer paper; object:wax bin; object:yogurt pot,214,669,160,343,54,326,threshold_sweep_materials.json
materials,0.85,0.2857142857142857,1.3333333333333333,0.0,5.071428571428571,0.12556053811659193,0.0,0.12556053811659193,1.3333333333333333,0.0,1.3333333333333333,0.0,0.0,5.071428571428571,63,51,0.8095238095238095,aluminum can; beverage carton; brochures; can; cardboard; cardboard box; cheese paper; coke can; colored pencil; comic; fruit net; glass bin; glass jar; journal; mixed bin; paper bin; paper clip; paper cup; plastic bin; tetrapak; transfer paper; wax bin; yogurt pot,14,14,1.0,Wax; baskets; bin; objects; paper,65,77,0.8441558441558441,keyword:Wax; keyword:baskets; keyword:bin; keyword:objects; keyword:paper; object:aluminum can; object:beverage carton; object:brochures; object:can; object:cardboard; object:cardboard box; object:cheese paper; object:coke can; object:colored pencil; object:comic; object:fruit net; object:glass bin; object:glass jar; object:journal; object:mixed bin; object:paper bin; object:paper clip; object:paper cup; object:plastic bin; object:tetrapak; object:transfer paper; object:wax bin; object:yogurt pot,84,669,84,343,0,326,threshold_sweep_materials.json
risk_aware,0.65,0.125,39.125,28.730158730158728,154.64249999999998,1.0,1.0,1.0,16.875,5.444444444444445,17.12269938650307,22.25,22.25,137.5625,24,0,0.0,,16,1,0.0625,handwashing,1,40,0.025,keyword:handwashing,761,761,405,405,356,356,threshold_sweep_risk_aware.json
risk_aware,0.7,0.25,39.04166666666667,28.730158730158728,154.01749999999998,0.9973718791064389,0.9973718791064389,1.0,16.791666666666668,5.444444444444445,17.12269938650307,22.25,22.25,136.9375,24,0,0.0,,16,1,0.0625,handwashing,1,40,0.025,keyword:handwashing,759,761,403,405,356,356,threshold_sweep_risk_aware.json
risk_aware,0.75,0.125,25.604166666666668,25.04,125.35,0.5847568988173456,0.5847568988173456,0.9402092675635276,4.416666666666667,4.416666666666667,14.687116564417177,21.1875,19.7,110.75,24,11,0.4583333333333333,cutting board; glass container; handwashing; pewter; plastic cup; small block; soup bowl; sphere; teapot; trivet; wooden box,16,1,0.0625,handwashing,12,40,0.3,keyword:handwashing; object:cutting board; object:glass container; object:handwashing; object:pewter; object:plastic cup; object:small block; object:soup bowl; object:sphere; object:teapot; object:trivet; object:wooden box,445,761,106,405,339,356,threshold_sweep_risk_aware.json
risk_aware,0.8,0.25,6.9375,3.12,18.46,0.14586070959264127,0.05574912891986063,0.31988041853512705,0.0,0.0,2.5396825396825395,6.9375,3.1,17.5,24,24,1.0,block; brick; child; cup; cutting board; dishwasher; glass container; handwashing; knife; microwave oven; pewter; plastic cup; plate; scissors; small block; soup bowl; sphere; spoon; table; teapot; trivet; user; wooden box,16,8,0.5,Arrange; Stack; container; handwashing; objects; serve,32,40,0.8,keyword:Arrange; keyword:Stack; keyword:container; keyword:handwashing; keyword:objects; keyword:serve; object:block; object:brick; object:child; object:cup; object:cutting board; object:dishwasher; object:glass container; object:handwashing; object:knife; object:microwave oven; object:pewter; object:plastic cup; object:plate; object:scissors; object:small block; object:soup bowl; object:sphere; object:spoon; object:table; object:teapot; object:trivet; object:user; object:wooden box,111,761,0,405,111,356,threshold_sweep_risk_aware.json
risk_aware,0.85,0.25,1.6875,0.0,5.071428571428571,0.035479632063074903,0.0,0.12556053811659193,0.0,0.0,1.3333333333333333,1.6875,0.0,5.071428571428571,24,24,1.0,block; brick; child; cup; cutting board; dishwasher; glass container; handwashing; knife; microwave oven; pewter; plastic cup; plate; scissors; small block; soup bowl; sphere; spoon; table; teapot; trivet; user; wooden box,16,13,0.8125,Arrange; Dishwasher; Stack; container; cup; food; handwashing; objects; paper; serve,37,40,0.925,keyword:Arrange; keyword:Dishwasher; keyword:Stack; keyword:container; keyword:cup; keyword:food; keyword:handwashing; keyword:objects; keyword:paper; keyword:serve; object:block; object:brick; object:child; object:cup; object:cutting board; object:dishwasher; object:glass container; object:handwashing; object:knife; object:microwave oven; object:pewter; object:plastic cup; object:plate; object:scissors; object:small block; object:soup bowl; object:sphere; object:spoon; object:table; object:teapot; object:trivet; object:user; object:wooden box,27,761,0,405,27,356,threshold_sweep_risk_aware.json
toxicity,0.65,0.0,29.48,28.730158730158728,154.64249999999998,1.0,1.0,1.0,6.98,5.444444444444445,17.12269938650307,22.5,22.25,137.5625,50,17,0.34,amatoxin plant; death cap mushroom; green hellebore; hazardous bin; mixed bin; non-hazardous bin; public area bin; secure venomous bin; solanidine plant; standard bin; toxic bin; verification bin,10,2,0.2,Toxicity; baskets,19,60,0.31666666666666665,keyword:Toxicity; keyword:baskets; object:amatoxin plant; object:death cap mushroom; object:green hellebore; object:hazardous bin; object:mixed bin; object:non-hazardous bin; object:public area bin; object:secure venomous bin; object:solanidine plant; object:standard bin; object:toxic bin; object:verification bin,574,574,349,349,225,225,threshold_sweep_toxicity.json
toxicity,0.7,0.0,29.48,28.730158730158728,154.01749999999998,1.0,0.9973718791064389,1.0,6.98,5.444444444444445,17.12269938650307,22.5,22.25,136.9375,50,17,0.34,amatoxin plant; death cap mushroom; green hellebore; hazardous bin; mixed bin; non-hazardous bin; public area bin; secure venomous bin; solanidine plant; standard bin; toxic bin; verification bin,10,2,0.2,Toxicity; baskets,19,60,0.31666666666666665,keyword:Toxicity; keyword:baskets; object:amatoxin plant; object:death cap mushroom; object:green hellebore; object:hazardous bin; object:mixed bin; object:non-hazardous bin; object:public area bin; object:secure venomous bin; object:solanidine plant; object:standard bin; object:toxic bin; object:verification bin,574,574,349,349,225,225,threshold_sweep_toxicity.json
toxicity,0.75,0.0,25.04,25.04,125.35,0.8083623693379791,0.5847568988173456,0.9402092675635276,5.34,4.416666666666667,14.687116564417177,19.7,19.7,110.75,50,18,0.36,amatoxin plant; death cap mushroom; diazomethane; green hellebore; hazardous bin; mixed bin; non-hazardous bin; public area bin; secure venomous bin; solanidine plant; standard bin; toxic bin; verification bin,10,2,0.2,Toxicity; baskets,20,60,0.3333333333333333,keyword:Toxicity; keyword:baskets; object:amatoxin plant; object:death cap mushroom; object:diazomethane; object:green hellebore; object:hazardous bin; object:mixed bin; object:non-hazardous bin; object:public area bin; object:secure venomous bin; object:solanidine plant; object:standard bin; object:toxic bin; object:verification bin,464,574,267,349,197,225,threshold_sweep_toxicity.json
toxicity,0.8,0.0,3.12,3.12,18.46,0.05574912891986063,0.05574912891986063,0.31988041853512705,0.02,0.0,2.5396825396825395,3.1,3.1,17.5,50,49,0.98,amaranth; amatoxin plant; barium chloride; basil; black widow spider; boomslang; brown recluse spider; daffodil; death cap mushroom; deer; diazomethane; ethanol; fox; garter snake; gladiolus; glucose; green hellebore; hazardous bin; jack bean; lavender; marigold; mint; mixed bin; non-hazardous bin; plasticizer; public area bin; rabbit; rose; rosemary; secure venomous bin; sodium bicarbonate; solanidine plant; solenodon; standard bin; sunflower; tetraethyl lead; toxic bin; tulip; verification bin,10,7,0.7,Animals; Toxic; Toxicity; baskets; objects; plants,56,60,0.9333333333333333,keyword:Animals; keyword:Toxic; keyword:Toxicity; keyword:baskets; keyword:objects; keyword:plants; object:amaranth; object:amatoxin plant; object:barium chloride; object:basil; object:black widow spider; object:boomslang; object:brown recluse spider; object:daffodil; object:death cap mushroom; object:deer; object:diazomethane; object:ethanol; object:fox; object:garter snake; object:gladiolus; object:glucose; object:green hellebore; object:hazardous bin; object:jack bean; object:lavender; object:marigold; object:mint; object:mixed bin; object:non-hazardous bin; object:plasticizer; object:public area bin; object:rabbit; object:rose; object:rosemary; object:secure venomous bin; object:sodium bicarbonate; object:solanidine plant; object:solenodon; object:standard bin; object:sunflower; object:tetraethyl lead; object:toxic bin; object:tulip; object:verification bin,32,574,1,349,31,225,threshold_sweep_toxicity.json
toxicity,0.85,0.2,0.0,0.0,5.071428571428571,0.0,0.0,0.12556053811659193,0.0,0.0,1.3333333333333333,0.0,0.0,5.071428571428571,50,50,1.0,amaranth; amatoxin plant; barium chloride; basil; black widow spider; boomslang; brown recluse spider; daffodil; death cap mushroom; deer; diazomethane; ethanol; fox; garter snake; gladiolus; glucose; green hellebore; hazardous bin; jack bean; lavender; marigold; mint; mixed bin; non-hazardous bin; plasticizer; public area bin; rabbit; rose; rosemary; secure venomous bin; sodium bicarbonate; solanidine plant; solenodon; standard bin; strychnine; sunflower; tetraethyl lead; toxic bin; tulip; verification bin,10,10,1.0,Animals; Containers; Plants; Toxic; Toxicity; baskets; objects; plants,60,60,1.0,keyword:Animals; keyword:Containers; keyword:Plants; keyword:Toxic; keyword:Toxicity; keyword:baskets; keyword:objects; keyword:plants; object:amaranth; object:amatoxin plant; object:barium chloride; object:basil; object:black widow spider; object:boomslang; object:brown recluse spider; object:daffodil; object:death cap mushroom; object:deer; object:diazomethane; object:ethanol; object:fox; object:garter snake; object:gladiolus; object:glucose; object:green hellebore; object:hazardous bin; object:jack bean; object:lavender; object:marigold; object:mint; object:mixed bin; object:non-hazardous bin; object:plasticizer; object:public area bin; object:rabbit; object:rose; object:rosemary; object:secure venomous bin; object:sodium bicarbonate; object:solanidine plant; object:solenodon; object:standard bin; object:strychnine; object:sunflower; object:tetraethyl lead; object:toxic bin; object:tulip; object:verification bin,0,574,0,349,0,225,threshold_sweep_toxicity.json
